t,headX,headY,headZ,headRotX,headRotY,headRotZ,leftHandX,leftHandY,leftHandZ,leftHandRotX,leftHandRotY,leftHandRotZ,rightHandX,rightHandY,rightHandZ,rightHandRotX,rightHandRotY,rightHandRotZ

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.1481028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.1553754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.1594842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.1635979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.1701418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.1810691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.1921119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.2034741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.2147259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.2256611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.2368378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.248248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.259286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.2703714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.281995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.2928274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.3041268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.3154327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.3263778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.3375547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.3489192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.3597548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.3712825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.3826785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.393651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.4046671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.4159439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.4269458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.4379558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.4493689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.460508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.4715986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.4828683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.4941899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.5054716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.5166927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.5273929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.5384872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.5501289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.5611615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.5722148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.5833184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.5945487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.6057493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.6168304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.6279386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.6390898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.6502004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.6614105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.6729193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.6838879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.6950956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.7071845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.7175482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.7289096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.7433219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.7561993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.7624426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.7740578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.7858282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.7954505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.8075716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.8181021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.8299277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.8402275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.8566525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.8682045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.8792293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.8900226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.9015251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.9125615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.9236019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.9351828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.9459478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.9573544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.9680222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.9794007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.9903905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.001645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.012534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.024377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.035048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.046039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.057226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.068325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.079693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.090647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.102039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.113223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.124389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.135395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.146874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.158018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.16902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.180875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.191655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.202777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.214007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.225014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.23635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.247141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.258484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.269409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.28057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.292003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.303221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.314159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.325387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.336533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.347829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.358813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.370059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.38114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.392244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.403603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.414964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.425972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.437243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.448366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.459422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.470487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.481826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.493289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

