t,headX,headY,headZ,headRotX,headRotY,headRotZ,leftHandX,leftHandY,leftHandZ,leftHandRotX,leftHandRotY,leftHandRotZ,rightHandX,rightHandY,rightHandZ,rightHandRotX,rightHandRotY,rightHandRotZ

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.1653203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.1814983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.1857139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.1928607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.2079374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.2188016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.2305148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.2426765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.255199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.267374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.2798761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.2934608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.3052609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.3175589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.3307496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.3427021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.3551212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.3678463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.3807654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.3927328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.4055172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.4178775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.430439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.4433167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.454934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.4674426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.4812966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.4928391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.5048596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.5178844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.5302769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.5431226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.5557192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.5676473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.5806405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.593735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.6054564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.6179503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.6309077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.6428599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.6551869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.6681177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.6804435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.6932014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.7056968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.7177891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.7303125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.7436987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.7552164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.7552164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.7552164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.7552164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.7552164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.7552164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.7552164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.7552164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.7552164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.7677546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.7786697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.7937122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.8044537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.8160762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.8302975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.8410118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.8539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.8675896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.8796126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.8931502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.9088488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.9214131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.9337151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.9484339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.9575396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.9703677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.9838935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

0.995361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.008105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.031293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.036825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.047864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.063269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.075461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.08535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.097866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.109687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.122033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.135084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.146892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.159816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.173092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.184644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.202168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.214481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.27952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.2934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.323826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.362334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.389324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.412298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.426097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.433059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.445362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.458159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.470333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.482296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.495884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.507312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.520173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.532535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.544765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.557366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.570557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.581945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.59445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.608218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.619447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.63194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.645011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.656851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.669442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.682802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.694186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.706989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1.72022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

